EPIC,Unnamed: 0,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,Class,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,58,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,r_z,J_K,g_z,g_i,J-K
211396661,66.0,0.157755,18.7456,17.5735,16.9705,16.6989,16.5393,15.402000000000001,14.752,14.661,133.075302,11.589812,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,0.8746000000000009,0.7410000000000014,2.0467000000000013,1.7750999999999983,0.7410000000000014
211396846,49.0,0.17028800000000002,14.2243,13.8743,13.775,13.7781,13.7624,12.918,12.696,12.550999999999998,132.980207,11.59264,SM,G3,5720.0,3.757,-0.12,4.86,-0.01,0.6609999999999999,0.7390000000000001,0.217,0.152,0.368,0.722,1.59,0.299,0.07400000000000001,0.027999999999999997,-0.05,-0.04,-0.013999999999999999,1.0,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.202,0.13999999999999968,,8.084412725349285e+31,3.84e+33,1.886067167850175e+31,1.2378697459935962e+33,0.09619999999999962,0.3670000000000009,0.44619999999999926,0.44929999999999914,0.3670000000000009
211396891,64.0,0.213092,18.1957,17.0743,16.5079,16.2632,16.0843,14.98,14.387,14.232999999999999,132.40905800000002,11.593155,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365452,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480495e+30,1.273935063983215e+30,2.2934552225196235e+30,0.8110999999999997,0.7470000000000017,1.9324999999999974,1.6877999999999993,0.7470000000000017
211397013,63.0,0.229945,18.0238,16.9437,16.4838,16.2953,16.1539,15.055,14.458,14.331,132.53878600000002,11.595008,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.6483999999999988,0.7240000000000002,1.7285000000000004,1.5400000000000027,0.7240000000000002
211397127,50.0,0.084307,14.3311,13.9811,13.8832,13.8785,13.8416,13.023,12.719000000000001,12.672,132.779706,11.596836,SM,G4,5680.0,3.754,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.550504627412064,0.19720000000000001,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178087e+31,2.3102988811470355e+32,0.10259999999999891,0.3509999999999991,0.45259999999999856,0.44789999999999885,0.3509999999999991
211397319,53.0,0.221826,14.7722,14.3625,14.2397,14.2292,14.1895,13.343,13.024000000000001,12.942,132.777248,11.59971,SM,G7,5530.0,3.743,-0.16,5.18,-0.12,0.713,0.809,0.239,0.243,0.39299999999999996,0.7659999999999999,1.712,0.32899999999999996,0.08,0.027999999999999997,-0.054000000000000006,-0.04,-0.013000000000000001,0.96,,,3.88,3.47,5.02,,,0.9490000000000001,G7V,,,,,,,,,,50.33222956503415,0.18980000000000002,0.07000000000000028,,6.128461257007277e+31,2.0152606473591294e+33,1.4675625845942996e+31,3.248216387574677e+32,0.1333000000000002,0.4009999999999998,0.5429999999999993,0.5325000000000006,0.4009999999999998
211397501,63.0,0.147502,17.2872,16.2349,15.7886,15.5952,15.4536,14.43,13.734000000000002,13.651,132.834703,11.602608,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.6396999999999995,0.7789999999999999,1.6919999999999984,1.498599999999998,0.7789999999999999
211397512,59.0,0.23817,16.5483,15.8149,15.5622,15.4516,15.3692,14.392999999999999,13.963,13.814,132.877289,11.602786,SM,K3,4830.0,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.1458,0.14000000000000012,,1.9224915655288016e+31,1.459927281870955e+32,7.876361928480843e+30,4.706249514527933e+31,0.3633000000000006,0.5789999999999988,1.096700000000002,0.9861000000000004,0.5789999999999988
211397837,66.0,0.18548,18.597,17.4144,16.7942,16.4821,16.3184,15.092,14.414000000000001,14.383,132.449329,11.607522,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,0.9323000000000015,0.7090000000000014,2.1149000000000022,1.8028000000000013,0.7090000000000014
211397877,51.0,0.207433,14.4103,13.9616,13.8087,13.78,13.7443,12.854000000000001,12.505999999999998,12.439,132.929457,11.608008,SM,G5,5660.0,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.19640000000000002,0.029999999999999805,,7.330444512198243e+31,3.0502204213412435e+33,1.7278433390614107e+31,2.107017621757896e+32,0.18160000000000132,0.4150000000000009,0.6303000000000001,0.6015999999999995,0.4150000000000009
211397955,60.0,0.068442,17.0212,16.1832,15.8715,15.7417,15.636,14.605,14.07,13.932,133.080397,11.609539999999999,M,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.9999999991451,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.9876512970623325e+31,5.700977555370194e+30,2.574345873865e+31,0.44149999999999956,0.673,1.2795000000000005,1.149700000000001,0.673
211398025,53.0,0.181573,15.4721,14.9906,14.8257,14.7813,14.7396,13.823,13.485999999999999,13.408,133.181175,11.610515,SM,G7,5530.0,3.743,-0.16,5.18,-0.12,0.713,0.809,0.239,0.243,0.39299999999999996,0.7659999999999999,1.712,0.32899999999999996,0.08,0.027999999999999997,-0.054000000000000006,-0.04,-0.013000000000000001,0.96,,,3.88,3.47,5.02,,,0.9490000000000001,G7V,,,,,,,,,,50.33222956503415,0.18980000000000002,0.07000000000000028,,6.128461257007277e+31,2.0152606473591294e+33,1.4675625845942996e+31,3.248216387574677e+32,0.2093000000000007,0.4150000000000009,0.6907999999999994,0.6463999999999999,0.4150000000000009
211398194,61.0,0.074236,17.4246,16.4549,16.016,15.8127,15.682,14.609000000000002,13.985999999999999,13.914000000000001,133.092646,11.613023,M,K5,4410.0,3.644,-0.68,7.36,-0.78,1.15,1.3730000000000002,0.525,1.081,0.685,1.272,2.883,0.568,0.132,0.042,-0.073,-0.028999999999999998,0.019,0.71,,,5.18,4.48,6.68,,,0.698,K5V,V  ,2.54,1.18,0.4,0.2,1.06,0.62,0.1,5.45,195.19221295850463,0.1396,0.16000000000000014,,1.0797876867412585e+31,4.408909906548034e+31,4.614499710764184e+30,1.6243024363474056e+31,0.642199999999999,0.6950000000000003,1.611900000000002,1.4086000000000034,0.6950000000000003
211398233,60.0,0.047025,17.1413,16.2893,15.970999999999998,15.8285,15.7432,14.69,14.065999999999999,14.024000000000001,132.927479,11.613699,M,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.9999999991451,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.9876512970623325e+31,5.700977555370194e+30,2.574345873865e+31,0.46080000000000076,0.6659999999999986,1.312800000000001,1.1703000000000028,0.6659999999999986
211398269,57.0,0.210501,15.1283,14.5638,14.3696,14.3044,14.2461,13.341,12.932,12.829,132.90424,11.614341,SM,K1,5170.0,3.713,-0.26,5.89,-0.36,0.847,0.976,0.301,0.491,0.457,0.879,2.021,0.402,0.094,0.03,-0.064,-0.038,-0.013000000000000001,0.85,,,4.47,3.97,5.65,,,0.8140000000000001,K1V,,,,,,,,,,120.13880860480478,0.16280000000000003,0.10000000000000009,,3.1896281014059745e+31,4.724232079919543e+32,9.779213863473744e+30,1.0877946363067007e+32,0.2594000000000012,0.5119999999999987,0.8239000000000001,0.7586999999999993,0.5119999999999987
211398541,58.0,0.160117,16.6111,15.882,15.6147,15.5109,15.4269,14.424000000000001,13.888,13.82,132.65045700000002,11.618336,SM,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.42700000000000005,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999977,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.3711000000000002,0.604000000000001,1.100200000000001,0.9964000000000013,0.604000000000001
211398612,66.0,0.149869,18.0022,16.8349,16.2009,15.9195,15.7465,14.648,13.940999999999999,13.835,132.584529,11.619616,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,0.9154000000000018,0.8129999999999988,2.082699999999999,1.8012999999999977,0.8129999999999988
211398707,67.0,0.162297,18.3863,17.266,16.7338,16.5082,16.3407,15.315,14.654000000000002,14.468,133.30199,11.621081,M,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.10700000000000001,0.08000000000000007,,2.7441861672404844e+30,2.6566309283287153e+30,9.064164601647388e+29,4.893695018525311e+29,0.7577999999999996,0.8469999999999995,1.8780999999999999,1.6524999999999999,0.8469999999999995
211398747,54.0,0.12562,15.2987,14.8211,14.6582,14.625,14.5808,13.702,13.32,13.265999999999998,132.595827,11.621687,SM,G8,5490.0,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.40399999999999997,0.7859999999999999,1.768,0.342,0.08199999999999999,0.027999999999999997,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.16652800704459,0.18180000000000002,0.06500000000000039,,5.45063231922809e+31,1.493933356778037e+33,1.5244349552817583e+31,2.235940640208395e+32,0.1960999999999995,0.4360000000000017,0.6737000000000002,0.6404999999999994,0.4360000000000017
211399087,54.0,0.210432,15.5321,15.012,14.8124,14.7716,14.7206,13.790999999999999,13.383,13.331,132.649178,11.626759,BM,G8,5490.0,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.40399999999999997,0.7859999999999999,1.768,0.342,0.08199999999999999,0.027999999999999997,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.16652800704459,0.18180000000000002,0.06500000000000039,,5.45063231922809e+31,1.493933356778037e+33,1.5244349552817583e+31,2.235940640208395e+32,0.24040000000000106,0.4599999999999991,0.7605000000000004,0.7196999999999996,0.4599999999999991
211399458,58.0,0.234624,16.5727,15.8501,15.5942,15.4871,15.4145,14.399000000000001,13.922,13.822000000000001,133.07896000000002,11.632257000000001,SM,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.42700000000000005,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999977,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.36299999999999955,0.577,1.0856000000000012,0.9785000000000004,0.577
211399673,49.0,0.151568,14.3341,13.9719,13.8532,13.8562,13.8419,12.974,12.68,12.64,132.735525,11.635607,SM,G3,5720.0,3.757,-0.12,4.86,-0.01,0.6609999999999999,0.7390000000000001,0.217,0.152,0.368,0.722,1.59,0.299,0.07400000000000001,0.027999999999999997,-0.05,-0.04,-0.013999999999999999,1.0,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.202,0.13999999999999968,,8.084412725349285e+31,3.84e+33,1.886067167850175e+31,1.2378697459935962e+33,0.11570000000000036,0.33399999999999963,0.4779,0.4809000000000001,0.33399999999999963
211399695,45.0,0.141744,13.9644,13.6403,13.5265,13.5536,13.5291,12.692,12.439,12.398,132.620892,11.635911,SM,F9,6040.0,3.781,-0.08,4.15,0.26,0.552,0.5870000000000001,0.175,0.013999999999999999,0.312,0.62,1.34,0.237,0.063,0.027000000000000003,-0.040999999999999995,-0.044000000000000004,-0.013999999999999999,1.14,9.7,0.37799999999999995,3.11,2.81,4.07,,,1.23,F9V,,,,,,,,,,125.03332888871762,0.246,0.07499999999999996,,1.5103947209743802e+32,1.7961029425428407e+34,4.287525347915312e+31,3.101759895736413e+33,0.08670000000000044,0.2940000000000005,0.41080000000000005,0.43789999999999907,0.2940000000000005
211399742,67.0,0.170856,19.452,18.2363,17.476,17.1538,16.9586,15.823,15.298,14.97,132.592577,11.636567,M,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.10700000000000001,0.08000000000000007,,2.7441861672404844e+30,2.6566309283287153e+30,9.064164601647388e+29,4.893695018525311e+29,1.0824999999999996,0.8529999999999998,2.2982000000000014,1.9760000000000026,0.8529999999999998
211399819,56.0,0.160671,15.4869,14.9754,14.8081,14.7613,14.6903,13.807,13.437999999999999,13.335999999999999,132.855062,11.637830000000001,SM,K0,5280.0,3.723,-0.22,5.76,-0.33,0.816,0.9440000000000001,0.28600000000000003,0.436,0.44299999999999995,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.16340000000000002,0.10000000000000009,,3.701443634493218e+31,6.0859898590506785e+32,1.0122451715866837e+31,1.401350952556304e+32,0.21410000000000018,0.47100000000000186,0.7256,0.6788000000000007,0.47100000000000186
211400002,50.0,0.07496599999999999,14.6914,14.295,14.1632,14.1466,14.112,13.243,12.979000000000001,12.890999999999998,132.783411,11.640555,BM,G4,5680.0,3.754,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.550504627412064,0.19720000000000001,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178087e+31,2.3102988811470355e+32,0.14840000000000053,0.3520000000000021,0.5448000000000004,0.5282,0.3520000000000021
211400061,62.0,0.31950100000000003,16.9979,16.0731,15.6794,15.5066,15.3866,14.327,13.716,13.595999999999998,133.07251399999998,11.6414,M,K6,4230.0,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.1840000000000002,0.759,1.42,3.1430000000000002,0.601,0.14800000000000002,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.6609999999999999,K6V,,,,,,,,,,170.0980109612371,0.13219999999999998,0.15500000000000025,,7.613378808678039e+30,2.1593906887309403e+31,3.143432523849787e+30,7.706880255224126e+30,0.5664999999999996,0.7310000000000016,1.4913000000000007,1.318500000000002,0.7310000000000016
211400106,56.0,0.189113,15.2269,14.7295,14.5361,14.4705,14.3959,13.494000000000002,13.06,13.017999999999999,132.869216,11.64209,BM,K0,5280.0,3.723,-0.22,5.76,-0.33,0.816,0.9440000000000001,0.28600000000000003,0.436,0.44299999999999995,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.16340000000000002,0.10000000000000009,,3.701443634493218e+31,6.0859898590506785e+32,1.0122451715866837e+31,1.401350952556304e+32,0.25900000000000034,0.47600000000000264,0.7564000000000011,0.6908000000000012,0.47600000000000264
211400215,49.0,0.17248,13.8531,13.5316,13.4411,13.4555,13.4159,12.595999999999998,12.365,12.251,132.86033899999998,11.643578,SM,G3,5720.0,3.757,-0.12,4.86,-0.01,0.6609999999999999,0.7390000000000001,0.217,0.152,0.368,0.722,1.59,0.299,0.07400000000000001,0.027999999999999997,-0.05,-0.04,-0.013999999999999999,1.0,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.202,0.13999999999999968,,8.084412725349285e+31,3.84e+33,1.886067167850175e+31,1.2378697459935962e+33,0.0760999999999985,0.34499999999999886,0.39759999999999884,0.41199999999999903,0.34499999999999886
211400290,63.0,0.16526,17.2963,16.3817,16.048,15.9082,15.7826,14.817,14.225,14.023,133.18601999999998,11.644805999999999,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.4734999999999978,0.7940000000000005,1.388099999999998,1.2483000000000004,0.7940000000000005
211400302,47.0,0.150854,14.7005,14.3099,14.1835,14.1729,14.1537,13.318,13.005999999999998,12.985,132.539986,11.644976,SM,G1,5880.0,3.769,-0.1,4.5,0.13,0.604,0.6609999999999999,0.195,0.067,0.34,0.672,1.4580000000000002,0.267,0.068,0.027000000000000003,-0.044000000000000004,-0.042,-0.01,1.07,9.8,,3.38,3.04,4.4,,,1.12,G1V,,,,,,,,,,77.67453464934242,0.22400000000000003,0.16500000000000004,,1.1177216833842651e+32,8.401004635966278e+33,2.8461593949731084e+31,3.1917646267567214e+33,0.13700000000000045,0.3330000000000002,0.5275999999999996,0.5169999999999995,0.3330000000000002
211400500,50.0,0.13728800000000002,14.7573,14.3494,14.2267,14.2044,14.1663,13.312999999999999,12.952,12.942,132.84945,11.647812,SM,G4,5680.0,3.754,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.550504627412064,0.19720000000000001,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178087e+31,2.3102988811470355e+32,0.14499999999999957,0.37099999999999866,0.5529000000000011,0.5306000000000015,0.37099999999999866
211400563,46.0,0.188237,14.1188,13.7765,13.6608,13.6664,13.6258,12.785,12.522,12.452,132.90065900000002,11.648973,BM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.057999999999999996,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000003,0.16500000000000004,,1.1600581328788684e+32,8.401004635966278e+33,2.992857567517304e+31,3.1917646267567214e+33,0.11010000000000097,0.3330000000000002,0.4524000000000008,0.4580000000000002,0.3330000000000002
211400620,66.0,0.17938099999999998,18.5332,17.2841,16.5747,16.2526,16.0803,14.953,14.300999999999998,14.107000000000001,132.51791,11.649761,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,1.0314999999999976,0.8459999999999983,2.2805999999999997,1.9585000000000008,0.8459999999999983
211400662,64.0,0.069082,18.0681,16.9888,16.5147,16.3152,16.1881,15.089,14.515999999999998,14.273,133.092902,11.650312,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365452,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480495e+30,1.273935063983215e+30,2.2934552225196235e+30,0.6736000000000004,0.8160000000000007,1.7529000000000003,1.5534,0.8160000000000007
211400944,54.0,0.185042,15.1849,14.7132,14.5556,14.5111,14.4704,13.591,13.25,13.147,132.846625,11.654119999999999,SM,G8,5490.0,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.40399999999999997,0.7859999999999999,1.768,0.342,0.08199999999999999,0.027999999999999997,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.16652800704459,0.18180000000000002,0.06500000000000039,,5.45063231922809e+31,1.493933356778037e+33,1.5244349552817583e+31,2.235940640208395e+32,0.20209999999999972,0.44399999999999906,0.6738,0.6293000000000006,0.44399999999999906
211400999,66.0,0.206612,19.156,17.9434,17.2132,16.8931,16.6957,15.64,14.878,14.782,133.269312,11.655006,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,1.0503,0.8580000000000005,2.2628999999999984,1.9427999999999983,0.8580000000000005
211401055,59.0,0.187493,16.4732,15.7784,15.527000000000001,15.4348,15.3667,14.378,13.949000000000002,13.79,133.138546,11.655887,SM,K3,4830.0,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.1458,0.14000000000000012,,1.9224915655288016e+31,1.459927281870955e+32,7.876361928480843e+30,4.706249514527933e+31,0.34360000000000035,0.588000000000001,1.0383999999999993,0.9461999999999975,0.588000000000001
211401265,63.0,0.130876,17.623,16.6232,16.2276,16.0685,15.9421,14.925,14.286,14.255999999999998,132.898337,11.658947999999999,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.5547000000000004,0.6690000000000023,1.5545000000000009,1.3954000000000022,0.6690000000000023
211401366,60.0,0.093082,16.2951,15.5513,15.2516,15.1244,15.027000000000001,14.026,13.525,13.377,132.805777,11.660428999999999,M,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.9999999991451,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.9876512970623325e+31,5.700977555370194e+30,2.574345873865e+31,0.42689999999999984,0.6489999999999991,1.1707000000000019,1.0435000000000016,0.6489999999999991
211401403,46.0,0.206679,13.8698,13.5475,13.4407,13.4442,13.4112,12.595,12.345,12.28,132.836633,11.661146,SM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.057999999999999996,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000003,0.16500000000000004,,1.1600581328788684e+32,8.401004635966278e+33,2.992857567517304e+31,3.1917646267567214e+33,0.10329999999999906,0.3150000000000013,0.4255999999999993,0.42910000000000004,0.3150000000000013
